# Species	Genes	Alg.-Conn.	GCF_000001405.39_GRCh38.p13_protein.faa	GCF_000002285.3_CanFam3.1_protein.faa	GCF_000181335.3_Felis_catus_9.0_protein.faa	GCF_000464555.1_PanTig1.0_protein.faa	GCF_003709585.1_Aci_jub_2_protein.faa
5	39	0.368	NP_001336352.1,XP_024309375.1,XP_016862147.1,XP_016862144.1,XP_016862142.1,XP_005247609.1,NP_060114.2,NP_001336355.1,NP_001336354.1,NP_001336353.1,NP_001336342.1,NP_001336351.1,NP_001336350.1,NP_001336349.1,NP_001336348.1,NP_001336347.1,NP_001336346.1,NP_001336345.1,NP_001336344.1,NP_001336343.1	XP_005639820.1,XP_005639821.1,XP_005639823.1,XP_535819.2	XP_006936291.1,XP_006936292.1,XP_006936294.1,XP_011284366.1,XP_019695620.1,XP_019695621.1	XP_007077623.1,XP_007077624.1,XP_007077625.1	XP_014919074.1,XP_026917142.1,XP_026917143.1,XP_026917144.1,XP_026917145.1,XP_026917146.1
5	17	0.301	NP_006242.5,NP_996790.3,NP_001341957.1,XP_016865113.1,XP_016865114.1	XP_022273603.1,XP_022273604.1,XP_022273605.1	XP_011284704.1,XP_023094632.1,XP_023094633.1	XP_007095504.1,XP_015398995.1,XP_015398996.1	XP_014923073.1,XP_026931588.1,XP_026931590.1
5	17	0.385	NP_690000.3	XP_005641286.1,XP_005641290.1,XP_013967194.1,XP_013967195.1,XP_022271323.1,XP_022271324.1,XP_022271325.1,XP_022271326.1,XP_548926.1	XP_019679275.1,XP_023105198.1,XP_023105199.1	XP_015394228.1	XP_026910465.1,XP_026910466.1,XP_026910468.1
5	17	0.318	NP_997245.2,XP_005263980.1,XP_005263981.1,XP_005263983.1,XP_011509395.1,XP_011509396.1,XP_011509397.1,XP_016859460.1,XP_016859461.1	XP_022280306.1	XP_023107364.1,XP_023107365.1,XP_023107366.1	XP_015400059.1	XP_026928438.1,XP_026928439.1,XP_026928440.1
5	17	0.38	NP_699192.1	XP_005619402.1,XP_005619404.1,XP_005619405.1,XP_005619407.1,XP_022273572.1,XP_022273573.1,XP_022273574.1,XP_022273575.1,XP_546336.2	XP_003981480.1,XP_019666822.1,XP_023094373.1	XP_007095485.1	XP_026932011.1,XP_026932013.1,XP_026932020.1
5	17	0.38	NP_001273719.1,NP_001351935.1,NP_001351936.1,NP_653172.2,XP_011530108.1,XP_011530109.1,XP_011530110.1,XP_011530111.1,XP_016863446.1	XP_005639155.1	XP_006931104.1,XP_019684887.1,XP_023108788.1	XP_007074853.1	XP_026914702.1,XP_026914708.1,XP_026914712.1
5	17	0.372	NP_000262.2,XP_005258334.1,XP_005258335.1,XP_005258336.1,XP_006722542.1,XP_016881273.1,XP_016881274.1,XP_016881275.1,XP_016881276.1	NP_001003107.1	NP_001009829.2,XP_019669866.1,XP_019669867.1	XP_007076075.1	XP_026924442.1,XP_026924443.1,XP_026924444.1
3	17	0.573	XP_006711686.1,XP_006711687.1,XP_006711688.1,XP_006711689.1,XP_016858287.1,XP_024306583.1,XP_024306591.1	*	XP_023102949.1,XP_023102950.1,XP_023102951.1,XP_023102952.1,XP_023102953.1,XP_023102954.1	*	XP_026904075.1,XP_026904076.1,XP_026904077.1,XP_026904078.1
5	17	0.374	NP_001137429.1,NP_110411.1,XP_006715633.1,XP_011534455.1,XP_011534456.1,XP_011534457.1,XP_011534459.1,XP_011534461.1,XP_016866823.1	XP_022282076.1	XP_006931959.1,XP_019686536.1,XP_019686537.1	XP_007084979.2	XP_026913034.1,XP_026913035.1,XP_026913036.1
3	17	0.504	NP_001140177.1,NP_004644.2,XP_005262617.1,XP_011529770.1	*	*	XP_007096409.1,XP_007096410.1,XP_007096411.1,XP_007096412.1,XP_007096413.1,XP_007096414.1	XP_014943040.2,XP_026908880.1,XP_026908881.1,XP_026908882.1,XP_026908883.1,XP_026908884.1,XP_026908885.1
5	17	0.385	NP_001229267.2,NP_001341036.1,NP_060022.2,XP_005264429.2,XP_006712093.1,XP_011531220.1,XP_011531221.1,XP_011531222.1,XP_016859864.1	XP_532888.2	XP_023107834.1,XP_023107835.1,XP_023107836.1	XP_007080804.1	XP_026889079.1,XP_026889080.1,XP_026889081.1
5	59	0.465	NP_001363269.1,NP_001363281.1,NP_001363280.1,NP_001363279.1,NP_001363278.1,NP_001363277.1,NP_001363276.1,NP_001363275.1,NP_001363274.1,NP_001363273.1,NP_001363272.1,NP_001363271.1,NP_001363270.1,NP_001306167.1,NP_001363268.1,NP_001363267.1,NP_001363266.1,NP_001363265.1,NP_001363264.1,NP_001363263.1,NP_001337193.1,NP_001337192.1,NP_001337191.1,NP_001337190.1,NP_001306168.1	XP_022271137.1,XP_022271138.1	XP_011289226.1,XP_023103137.1,XP_019677597.1,XP_019677596.1,XP_019677594.1,XP_019677592.1,XP_019677591.1,XP_019677590.1,XP_019677589.1,XP_006942949.1,XP_006942958.1,XP_006942955.1,XP_006942954.1,XP_006942953.1,XP_006942952.1,XP_006942951.1,XP_006942950.1	XP_007086568.1,XP_007086574.1,XP_007086576.1,XP_007086579.1,XP_015394908.1,XP_015394909.1,XP_015394910.1,XP_015394911.1,XP_015394912.1,XP_015394913.1,XP_015394914.1,XP_015394915.1,XP_015394916.1,XP_015394918.1	XP_026930579.1
5	16	0.374	NP_665893.2,XP_005253062.1,XP_005253063.1,XP_005253064.1,XP_011518512.1,NP_665894.2,XP_011518511.1,XP_011518513.1	XP_540770.2	XP_023096042.1,XP_023096043.1,XP_023096044.1	XP_015398469.1	XP_026907229.1,XP_026907230.1,XP_026907231.1
5	16	0.267	NP_001295030.1,NP_065691.2,XP_016862124.1,XP_024309369.1	XP_848655.2,XP_005639811.1,XP_013965902.1,XP_013965903.1	XP_023116131.1,XP_006936308.1,XP_006936307.1	XP_007094627.1,XP_007094626.1	XP_026917155.1,XP_014919085.1,XP_014919084.1
5	16	0.287	NP_001123952.1,NP_001123953.1,NP_001275766.1,NP_006287.2,XP_005264597.1,XP_011531394.1	XP_005626178.1	XP_023107449.1,XP_023107450.1,XP_023107451.1,XP_023107453.1	XP_007075439.1,XP_007075442.1	XP_026928206.1,XP_026928207.1,XP_014929689.1
5	16	0.268	NP_001341918.1,NP_002011.2,NP_891555.2,XP_011532780.1,XP_016864757.1,XP_016864755.1,XP_016864756.1	XP_005626341.1	XP_006927560.1,XP_006927561.1	XP_007083124.1,XP_007083125.1,XP_007083126.1,XP_015393397.1	XP_026932758.1,XP_026932759.1
5	16	0.307	NP_001273118.1,NP_001273123.1,NP_001273128.1,NP_055707.3,NP_001273117.1	XP_013968353.1	XP_023110288.1	XP_007097277.1,XP_007097278.1,XP_015399790.1	XP_026912376.1,XP_026912377.1,XP_026912378.1,XP_026912379.1,XP_026912381.1,XP_026912382.1
4	23	0.296	NP_001003786.1,XP_011523769.1,NP_001003788.1,XP_005257856.1,NP_001350716.1	*	XP_023100108.1,XP_023100109.1,XP_011287608.1,XP_019673662.1,XP_019673663.1,XP_023100110.1,XP_023100107.1	XP_007088318.1,XP_007088320.1,XP_015395753.1,XP_015395754.1	XP_014931885.1,XP_026903889.1,XP_014931886.1,XP_014931887.1,XP_014931889.1,XP_026903890.1,XP_026903888.1
5	23	0.321	NP_001356543.1,NP_001356544.1,NP_009075.1,XP_005257697.1,XP_016880505.1	XP_005624636.1,XP_005624638.1,XP_005624639.1,XP_005624641.1,XP_013972081.1,XP_022278742.1	XP_019673357.1,XP_019673356.1,XP_023100024.1	XP_007085816.1,XP_007085820.1,XP_015394623.1,XP_015394624.1	XP_026889719.1,XP_026889720.1,XP_014934012.2,XP_026889721.1,XP_026889722.1
5	23	0.378	NP_001307777.1,NP_057128.2,NP_955368.1,XP_011509591.1,XP_016859725.1,XP_016859726.1,XP_016859727.1,XP_016859728.1,XP_016859729.1,XP_024308498.1,XP_024308499.1,XP_024308707.1	XP_003639643.1,XP_005630458.1,XP_013975882.1,XP_022260407.1	XP_003984325.2,XP_006930387.2,XP_019683187.2	XP_007082436.1	XP_014928922.1,XP_014928924.1,XP_014928925.1
5	45	0.224	NP_001259.1,NP_001273759.1,NP_001273760.1,NP_001339353.1,NP_001339354.1,NP_001339355.1,NP_001339358.1,XP_011533196.1,XP_016875858.1,XP_016875859.1,XP_016875860.1,XP_016875861.1	XP_022263988.1,XP_022263989.1,XP_022263990.1,XP_022263992.1,XP_022263993.1,XP_022263994.1,XP_022263995.1	XP_019681915.1,XP_019681918.1,XP_019681920.1,XP_019681924.1,XP_019681927.1,XP_019681929.1,XP_023107216.1,XP_019681936.1,XP_019681942.1,XP_019681933.1	XP_007085470.1,XP_007085471.1,XP_015394477.1,XP_015394478.1,XP_015394480.1,XP_015394479.1	XP_026920622.1,XP_026920623.1,XP_026920624.1,XP_026920625.1,XP_026920626.1,XP_026920627.1,XP_026920628.1,XP_026920630.1,XP_026920631.1,XP_026920629.1
4	24	0.48	NP_001231737.1,NP_001231743.1,NP_001231745.1,NP_001336267.1,NP_001336269.1,NP_001336270.1,NP_116071.2,XP_006713165.1,XP_006713166.1,XP_006713167.1,XP_011531887.1,XP_016861654.1	XP_005632313.1,XP_013977029.1,XP_013977030.1,XP_022262164.1,XP_022262166.1	XP_023105718.1,XP_023105719.1,XP_023105720.1,XP_023105721.1	*	XP_026898272.1,XP_026898273.1,XP_026898275.1
5	14	0.125	NP_001191047.1,XP_016882274.1,XP_016882275.1,XP_016882276.1,XP_016882277.1,XP_016882278.1,XP_016882279.1	XP_013977249.1	XP_019674149.1,XP_023102183.1	XP_007098194.1,XP_015400228.1	XP_026906102.1,XP_026906103.1
5	13	0.241	NP_001171938.1,NP_002929.1	XP_022272838.1,XP_853173.1	XP_006931303.1,XP_019685401.1,XP_023109300.1,XP_003985588.1	XP_007089509.1,XP_015396269.1,XP_007089510.1	XP_026923744.1,XP_026923863.1
5	13	0.353	NP_001284492.1,NP_001284493.1,NP_689847.2,XP_016884805.1,XP_016884806.1,XP_016884807.1,XP_016884808.1	XP_022271487.1,XP_022271488.1,XP_537955.2	XP_006943626.3	XP_007090146.2	XP_014923303.2
5	14	0.317	NP_001124150.1,NP_001124151.1,NP_001317946.1,NP_001959.1	XP_022269425.1,XP_005639274.1,XP_005639275.1,XP_005639276.1,XP_544992.2	XP_003985201.1,XP_019684736.1	XP_015392526.1	XP_026917037.1,XP_026917032.1
5	13	0.32	NP_001123481.3,NP_872431.5,XP_005262670.1,XP_006712068.1,XP_011531122.1,XP_011531123.1,XP_011531124.1	XP_540093.2	XP_011279617.1,XP_023107851.1,XP_023107852.1	XP_007080768.1	XP_014933858.2
5	14	0.177	NP_001008778.1,XP_016873195.1,XP_016873196.1,XP_016873197.1,XP_016873194.1	XP_013976497.1,XP_022261377.1,XP_022261378.1,XP_022261379.1	XP_023095518.1	XP_007092135.1	XP_026901233.1,XP_026901235.1,XP_026901234.1
4	13	0.394	NP_003483.1,XP_011529501.1	XP_005642067.1,XP_005642068.1,XP_005642069.1,XP_005642071.1,XP_005642072.1,XP_013967442.1,XP_022271758.1	XP_004001094.1,XP_006944178.1	*	XP_026909111.1,XP_026909112.1
5	13	0.23	NP_065885.2	XP_003435142.1,XP_005623285.1,XP_022277521.1	XP_003987527.1,XP_006932800.3,XP_006932799.4	XP_007098039.1,XP_007098040.1,XP_007098038.1	XP_014942133.1,XP_026921221.1,XP_014942132.1
5	14	0.28	NP_001191232.1,NP_958817.1,NP_001129603.1	NP_001280208.1,XP_005638788.1,NP_001280205.1	XP_023094609.1,XP_023094610.1,XP_023094608.1	XP_007075093.1,XP_007075095.1	XP_026897572.1,XP_026897573.1,XP_026897571.1
5	13	0.366	NP_001303256.1,NP_001341605.1,NP_001341607.1,NP_001341608.1,NP_001341609.1,NP_006245.2,NP_997704.1	NP_001008716.1,XP_005632395.1,XP_005632396.1	XP_003982374.1	XP_007081963.1	XP_026894762.1
4	13	0.425	NP_001123559.1,NP_115808.3,XP_005248085.1,XP_005248086.1,XP_005248087.1,XP_006713990.1,XP_016864213.1	XP_022272808.1,XP_022272810.1	XP_023109228.1,XP_023109229.1	*	XP_026929931.1,XP_026929991.1
5	13	0.106	NP_062538.5,XP_011517164.1	XP_005626937.1,XP_022281368.1,XP_532018.3,XP_022281369.1	XP_003995755.1,XP_019671810.1,XP_019671811.1	XP_007089319.1	XP_014924475.1,XP_026895368.1,XP_026895370.1
4	14	0.472	NP_001136433.1,NP_065133.1	XP_005637295.1,XP_005637296.1,XP_005637298.1,XP_013963960.1	XP_011282024.2,XP_019689980.2,XP_019689981.2,XP_019689984.2,XP_019689985.2,XP_019689986.2,XP_019689988.2	*	XP_026929936.1
4	14	0.329	NP_001304063.1,NP_001304065.1,XP_011532131.1,XP_016862105.1,XP_016862106.1,XP_024309363.1,XP_016862103.1	XP_005632645.1,XP_022262472.1,XP_022262473.1	XP_019676721.1,XP_003982212.1	*	XP_026894456.1,XP_014932506.2
5	13	0.374	NP_001231191.1,NP_036389.2,XP_005250323.1,XP_005250324.1,XP_016867456.1,XP_024302481.1,XP_024302482.1	XP_005631015.1,XP_848983.1	XP_023106019.1,XP_011278628.1	XP_007084034.1	XP_014934208.1
4	13	0.403	NP_872317.1,XP_006722457.1,XP_011524126.1,XP_016881048.1,XP_016881049.1	XP_541056.4	XP_023097868.1,XP_023097869.1,XP_023097870.1,XP_019670985.2	*	XP_026924967.1,XP_026924968.1,XP_026924969.1
5	13	0.17	NP_001166245.1,NP_997208.2,XP_011524828.1	XP_022282108.1,XP_853908.1	XP_023101433.1,XP_023101434.1	XP_007096789.1,XP_007096790.1	XP_026900693.1,XP_026900694.1,XP_026900695.1,XP_026900696.1
5	14	0.204	XP_011515268.1,NP_036286.2,XP_011515267.1,XP_011515270.2,XP_016868806.1	XP_022282462.1,XP_022282463.1	XP_019678754.1,XP_019678756.1,XP_023104240.1,XP_023104241.1	XP_007073894.1	XP_026919624.1,XP_026919625.1
5	13	0.342	NP_064714.2,XP_005245479.1,XP_011508159.1,XP_011508160.1,XP_016857512.1,XP_016857513.1,XP_016857514.1	XP_537179.2	XP_023103798.1	XP_007084061.1	XP_014919763.2,XP_026930072.1,XP_026930073.1
5	26	0.238	NP_001308454.1,NP_001308455.1,NP_001308456.1,NP_997211.2,XP_016858913.1	XP_013975877.1,XP_013975879.1,XP_022260401.1	XP_003984327.4,XP_019683178.2,XP_019683180.2,XP_019683182.2,XP_019683183.2,XP_019683185.2,XP_019683186.1	XP_007082437.1,XP_015393114.1	XP_026889464.1,XP_026889465.1,XP_026889467.1,XP_026889468.1,XP_026889469.1,XP_026889471.1,XP_026889472.1,XP_026889470.1,XP_026889473.1
4	14	0.483	NP_004972.1,NP_690607.1	XP_005625938.1,XP_005625939.1,XP_005625940.1,XP_022280146.1,XP_022280147.1,XP_022280148.1,XP_538374.2	XP_003989309.1,XP_019691122.1,XP_019691123.1,XP_019691124.1	*	XP_026926532.1
5	13	0.14	NP_001007469.1,NP_001349806.1,NP_003064.2,NP_001304875.1	XP_543533.2,XP_857270.2	XP_003995029.1,XP_003995030.1,XP_023097485.1	XP_015397046.1,XP_015397045.1	XP_026905527.1,XP_026905526.1
5	13	0.404	NP_031401.1,XP_016856352.1,XP_016856353.1,XP_016856354.1,XP_016856355.1,XP_016856356.1,XP_016856357.1	XP_005618063.2	XP_003989534.1	XP_015391342.1,XP_015391343.1,XP_015391344.1	XP_026916233.1
5	13	0.222	NP_001358995.1,NP_001027451.1,NP_001035890.1,XP_006715238.1,XP_016866721.1	XP_848968.1,XP_857355.1,XP_857563.2	XP_023109459.1	XP_015390479.1	XP_026896074.1,XP_026896075.1,XP_026896076.1
5	13	0.365	NP_001353581.1,NP_001353584.1,NP_001353586.1,NP_079429.2,XP_011532770.1,XP_011532771.1,XP_016864741.1	XP_005619292.2,XP_005619294.1,XP_022273440.1	XP_023115820.1	XP_007077685.2	XP_026889483.1
5	14	0.252	NP_570719.1,XP_011525985.1,XP_024307128.1	XP_855034.3	XP_011286380.1,XP_011286384.1,XP_011286386.1,XP_011286391.1	XP_007075232.1,XP_007075231.1	XP_014937406.2,XP_026905137.1,XP_026905138.1,XP_014937407.2
5	48	0.42	XP_011534464.1,XP_024302332.1,XP_024302331.1,XP_016866832.1,XP_016866831.1,XP_016866830.1,XP_016866829.1,XP_016866828.1,XP_016866827.1,XP_016866825.1,XP_011534466.1,XP_011534465.1,NP_001229773.1,XP_011534463.1,XP_006715634.1,NP_112225.2,NP_001229781.1,NP_001229780.1,NP_001229779.1,NP_001229778.1,NP_001229777.1,NP_001229776.1,NP_001229775.1,NP_001229774.1	XP_005615678.1,XP_005615679.1,XP_005615680.1,XP_005615681.1,XP_022275571.1,XP_022275576.1,XP_022275580.1,XP_022275585.1,XP_022275590.1,XP_533493.3	XP_003986584.1,XP_003986585.1,XP_006932045.1,XP_019686735.1,XP_023110095.1	XP_007078712.1,XP_007078713.1,XP_007078714.1,XP_015391482.1,XP_015391483.1	XP_014929739.1,XP_014929740.1,XP_014929741.1,XP_026912759.1
5	31	0.13	NP_001099036.1,NP_001099037.1,NP_001099038.1,NP_071396.4,XP_016866677.1,XP_016866678.1,XP_016866679.1,XP_016866681.1,XP_016866682.1	XP_022270342.1,XP_022270343.1,XP_022270341.1,XP_022270344.1,XP_022270345.1	XP_023109407.1,XP_023109408.1,XP_023109409.1,XP_023109406.1,XP_023109410.1,XP_023109404.1,XP_023109405.1,XP_023109411.1	XP_015396377.1	XP_026896177.1,XP_026896178.1,XP_026896179.1,XP_026896176.1,XP_026896180.1,XP_026896174.1,XP_026896175.1,XP_026896181.1
5	18	0.313	NP_001185537.1,NP_001185538.1,NP_001185543.1,XP_006715661.1,XP_006715662.1,XP_006715663.1	XP_005615503.1	XP_023110194.1,XP_023110195.1,XP_023110196.1,XP_023110198.1,XP_023110199.1	XP_015399386.1	XP_026912596.1,XP_026912597.1,XP_026912598.1,XP_026912601.1,XP_026912602.1
5	49	0.407	XP_011539421.2,XP_016856319.2,XP_016856318.2,XP_016856317.2,XP_016856316.2,XP_016856315.2,XP_016856314.2,XP_016856313.2,XP_016856312.2,XP_016856311.2,XP_011539423.2,XP_011539422.2,NP_065816.2,XP_011539420.2,XP_011539419.2,XP_011539418.2,XP_011539417.2,XP_011539416.2,XP_011539415.2,XP_011539414.2,XP_011539413.2,XP_011539412.2,XP_011539411.2,XP_011539410.2	XP_005617954.1,XP_013966536.1,XP_013966541.1,XP_013966546.1,XP_013966549.1,XP_013966554.1,XP_853095.1	XP_011282883.1,XP_019691834.1,XP_019691835.1,XP_023113985.1,XP_023113986.1,XP_023113987.1,XP_023113988.1,XP_023113989.1	XP_015393617.1	XP_026916041.1,XP_026916042.1,XP_026916043.1,XP_026916044.1,XP_026916045.1,XP_026916046.1,XP_026916047.1,XP_026916048.1,XP_026916049.1
5	33	0.422	NP_000167.1,NP_001018084.1,NP_001018085.1,NP_001018086.1,NP_001018087.1,NP_001019265.1,NP_001191187.1,NP_001351109.1,NP_001351110.1,NP_001351111.1,NP_001351112.1,NP_001351113.1,NP_001351114.1,XP_005268479.1,XP_005268480.1	NP_001289757.1,XP_005617392.1,XP_013962038.1,XP_013962039.1,XP_013962043.1,XP_022261213.1,XP_535225.2	NP_001291960.1,XP_003980985.1,XP_006927784.1,XP_006927785.1,XP_011281037.1,XP_019687208.1,XP_019687458.1,XP_019687871.1,XP_023109858.1	XP_007078006.1	XP_026898332.1
5	25	0.286	XP_005253178.1,NP_001269585.1,NP_003433.3,XP_011518651.1,XP_016873743.1,XP_016873744.1,XP_005253179.1	XP_005633717.2,XP_022263540.1,XP_022263541.1,XP_022263542.1	XP_003993033.1,XP_006937149.1,XP_006937150.1,XP_019667597.1,XP_019667598.1	XP_007083263.1,XP_007083264.1,XP_015393447.1,XP_015393448.1	XP_014932849.1,XP_014932850.1,XP_026928977.1,XP_026928979.1,XP_026928978.1
5	30	0.301	NP_001167560.1,NP_001167561.1,NP_114423.1,XP_005260914.1,XP_011527685.1,XP_011527686.1,XP_011527687.1,XP_016883583.1,XP_016883585.1	XP_005634911.1,XP_542919.3,XP_005634908.1,XP_005634909.1	XP_006929970.3,XP_019682315.1,XP_019682316.2,XP_019682317.1,XP_019682328.1,XP_023107178.1,XP_006929968.3,XP_023107175.1	XP_015390812.1	XP_026925465.1,XP_026925467.1,XP_026925468.1,XP_026925469.1,XP_026925470.1,XP_026925471.1,XP_026925466.1,XP_026925464.1
4	9	0.307	NP_001363063.1,NP_001363064.1	XP_013975806.1,XP_022260500.1,XP_022260501.1,XP_022260502.1,XP_022260503.1	XP_023107559.1	*	XP_026927965.1
5	9	0.323	NP_002134.2,XP_005270849.1,XP_016856607.1	XP_005617672.1,XP_022267526.1,XP_854592.3	XP_006934605.1	XP_015397650.1	XP_026915568.1
4	9	0.433	XP_011524540.1,XP_024307047.1	XP_005622973.1,XP_022277194.1,XP_022277195.1,XP_022277196.1,XP_022277197.1	XP_019670697.1	*	XP_026924532.1
5	9	0.205	NP_001156752.1,NP_055315.2,XP_005262461.1	NP_001277037.1	XP_006944103.1,XP_023104663.1	XP_015400358.1	XP_026910527.1,XP_026910528.1
4	9	0.307	NP_443108.1,XP_005259778.1	XP_005632870.1	XP_023101834.1,XP_023101842.1,XP_011287753.2	*	XP_026906258.1,XP_026906259.1,XP_026906260.1
4	9	0.297	NP_001129652.1	XP_003432606.1,XP_022263724.1	XP_019671035.1,XP_019671036.1,XP_019671034.1	*	XP_026925040.1,XP_026925041.1,XP_026925038.1
5	9	0.233	NP_056212.1	XP_538706.2,XP_005626771.1,XP_022281223.1	XP_019671651.1,XP_003995611.1	XP_007076628.1	XP_026895102.1,XP_026895100.1
4	9	0.288	NP_001274532.1,NP_003434.2	XP_005618019.1	XP_023113936.1,XP_023113938.1,XP_023113937.1	*	XP_026916121.1,XP_026916124.1,XP_026916122.1
5	9	0.102	NP_057113.1,XP_016876857.1,NP_001309209.1	XP_537465.3	XP_003987753.3	XP_007095288.1	XP_026921644.1,XP_026921645.1,XP_026921646.1
4	9	0.2	NP_001078906.3,XP_011510179.1	XP_003639943.1,XP_851271.2	XP_003991376.1,XP_019694549.1	*	XP_026901484.1,XP_026901489.1,XP_026901499.1
4	9	0.427	XP_005271988.1,XP_011541590.1,XP_016864744.1,XP_016864745.1,XP_016864746.1	XP_013973191.1,XP_022280983.1	XP_023110820.1	*	XP_026932524.1
5	9	0.105	NP_000419.1	XP_005623717.1	XP_023111626.1,XP_023111627.1,XP_023111628.1	XP_007095380.1	XP_026921965.1,XP_026921966.1,XP_026921967.1
5	9	0.266	NP_055046.1,NP_001284367.1,NP_058439.1,NP_954740.1	XP_005637307.1	XP_006933506.1	XP_007089703.1,XP_007089701.1	XP_014916890.1
5	9	0.289	NP_004633.1,NP_001257362.1,NP_001257363.1	NP_001234905.1	XP_006938468.1,XP_023097105.1	XP_007079607.1,XP_015391906.1	XP_026899760.1
5	9	0.243	NP_001180418.1,NP_055516.2	XP_544672.2	XP_003987206.1,XP_019688022.1	XP_007081887.1,XP_015392912.1	XP_026923019.1,XP_026923020.1
4	9	0.401	XP_011540575.1	XP_022261367.1,XP_022261369.1,XP_022261371.1,XP_022261375.1,XP_022261381.1	XP_019691790.1,XP_019691791.1	*	XP_026916149.1
5	9	0.265	NP_000017.1,NP_001350769.1,XP_011528279.1,XP_016884126.1,XP_016884125.1	XP_531727.4	XP_003989329.2	NP_001277527.1	XP_014933384.2
5	9	0.106	NP_055090.1,XP_024310115.1,NP_463459.1	XP_538579.2	XP_023109792.1,XP_023109800.1	XP_015393383.1	XP_026932738.1,XP_026932739.1
4	9	0.42	NP_001337072.1,XP_016864312.1,XP_016864313.1,XP_016864314.1,XP_016864315.1	XP_022259189.1	XP_023108540.1,XP_023108542.1	*	XP_026922731.1
4	9	0.369	NP_001341766.1,XP_024304391.1,XP_024304392.1	XP_022273887.1	XP_023095002.1,XP_023095004.1,XP_023095003.1	*	XP_026892597.1,XP_026892598.1
4	9	0.336	NP_001026884.3,NP_071934.3	XP_005623999.1	XP_023111892.1	*	XP_026922562.1,XP_026922563.1,XP_026922564.1,XP_026922565.1,XP_026922566.1
4	9	0.361	NP_001340696.2,XP_011511354.1,XP_011511355.1,XP_011511356.1,XP_016862446.1	XP_013965748.1,XP_022269712.1	XP_019695296.1	*	XP_026916677.1
5	9	0.207	NP_001182209.1,XP_011513359.1	XP_003639530.2,XP_005628637.1,XP_022283134.1	XP_006929292.1,XP_023106186.1	XP_007089148.1	XP_014937840.2
4	9	0.411	NP_001244316.1,XP_006724177.2,XP_006724179.2,XP_011528147.1,XP_016884050.1	XP_013963330.1	XP_019670398.2	*	XP_026906488.1,XP_026906490.1
5	9	0.108	XP_016878255.1,XP_016878256.1,NP_001243631.1	XP_005638553.1,XP_005638554.1,XP_022268448.1	XP_019687844.1	XP_015394100.1	XP_014941033.1
4	9	0.425	NP_001166950.1,NP_001340853.1,NP_001340855.1,NP_001355968.1,NP_001355969.1	XP_013967170.1,XP_013967172.1	XP_019679446.1	*	XP_026909018.1
5	9	0.25	NP_001275996.1,NP_001275997.1,NP_060533.2,XP_024303736.1,NP_001275998.1	XP_859353.2	XP_006938070.2	XP_007080170.1	XP_014917402.1
4	9	0.41	NP_001041666.1,NP_001276979.1,NP_001276980.1,NP_001276981.1,NP_037414.3	XP_005633077.1	XP_023106634.1	*	XP_026905369.1,XP_026905370.1
4	9	0.376	XP_005263372.1,XP_005263373.1,XP_006714455.1,XP_016864271.1,XP_016864272.1	XP_005635682.2,XP_022265746.1	XP_019684287.2	*	XP_026924479.1
5	9	0.29	NP_219481.1	XP_537660.1	XP_003996855.1,XP_006940329.1	XP_007085807.1,XP_007085808.1,XP_007085809.1	XP_026889752.1,XP_014934101.2
4	9	0.26	*	XP_022270025.1,XP_005639946.1	XP_019666026.1,XP_019666025.1	XP_007077124.1,XP_015390756.1,XP_015390755.1	XP_014944072.1,XP_014944074.1
4	9	0.279	NP_067018.2	XP_022275879.1,XP_547168.3	XP_003998978.1,XP_019676648.1,XP_006942483.1	*	XP_014931988.1,XP_026899228.1,XP_014931985.1
5	9	0.269	NP_001308066.1,NP_003969.2,XP_011520465.1,XP_011520470.1,NP_001308065.1	XP_022268438.1	XP_011281287.1	XP_007084685.1	XP_014938906.1
5	9	0.265	NP_001135780.2,XP_011517755.1,XP_011517756.1,XP_011517757.1,XP_016871671.1	XP_013976780.1	XP_023113501.1	XP_015392641.1	XP_026930021.1
5	9	0.225	NP_001010977.1,XP_016875896.1,XP_016875897.1	XP_003639857.2,XP_013961916.1	XP_006927448.3	XP_007075366.1,XP_007075367.1	XP_014936676.1
4	9	0.314	NP_001332956.1,NP_001332957.1,NP_001332958.1,XP_016866871.1,XP_024302342.1	XP_022282098.1,XP_022282099.1	XP_019686566.2	*	XP_026913015.1
5	9	0.103	NP_001005920.3,NP_001310849.2	XP_022276397.1	XP_003999109.1,XP_006942555.1	XP_007093745.1	XP_026899525.1,XP_026899526.1,XP_026899527.1
5	9	0.104	XP_005265525.1,XP_016862644.1,XP_016862645.1,NP_001364484.1	XP_022262253.1,XP_022262259.1	XP_019678963.1	XP_007084473.1	XP_026894870.1
4	9	0.425	NP_001310502.1,NP_001310503.1,NP_001310504.1,NP_116174.3,XP_011540610.1	XP_022283655.1,XP_852629.2	XP_023114438.1	*	XP_026915041.1
5	9	0.281	NP_001275880.1,NP_065191.2,NP_001275882.1,XP_016860014.1	XP_005626143.2,XP_022280393.1	XP_003984012.2	XP_015394175.1	XP_026928312.1
