# Species	Genes	Alg.-Conn.	GCF_000001405.39_GRCh38.p13_protein.faa	GCF_000002285.3_CanFam3.1_protein.faa	GCF_000181335.3_Felis_catus_9.0_protein.faa	GCF_000464555.1_PanTig1.0_protein.faa	GCF_003709585.1_Aci_jub_2_protein.faa
5	5	0.7909999999999999	NP_001039.1	NP_001003307.1	XP_003991854.1	XP_007083630.1	XP_014919876.1
5	5	0.762	NP_055578.2	XP_532990.2	XP_003984211.1	XP_007083553.1	XP_014925478.2
5	5	0.51	NP_690005.2	XP_013972931.1	XP_004001556.2	XP_007083571.1	XP_026927849.1
5	5	0.77	NP_001049.1	NP_001012637.1	XP_003984209.1	XP_007083551.1	XP_026927920.1
5	5	0.763	NP_778230.1	XP_005623407.1	XP_003987642.1	XP_007073808.2	XP_014917059.2
5	5	0.767	NP_853553.1	XP_852590.2	XP_003984200.4	XP_007083545.1	XP_014942538.1
5	5	0.6759999999999999	NP_775816.1	XP_538525.2	XP_011279427.1	XP_007083447.1	XP_026928111.1
5	5	0.7809999999999999	NP_066552.2	XP_537328.2	XP_003995070.1	XP_007083592.1	XP_014917093.1
5	5	0.474	NP_001099051.1	XP_022277321.1	XP_006938851.1	XP_007083591.1	XP_014938244.2
5	5	0.768	NP_001269359.1	XP_005630580.1	XP_003984197.2	XP_007083588.1	XP_014942516.2
5	5	0.7659999999999999	NP_001008.1	XP_864902.1	XP_003993072.1	XP_007083313.1	XP_014930485.1
5	5	0.8	NP_955387.1	XP_005620943.1	XP_023100890.1	XP_007083427.1	XP_026931595.1
5	5	0.69	NP_001099133.1	XP_546823.3	XP_003998331.1	XP_007083426.1	XP_026932061.1
5	5	0.867	NP_065390.1	XP_537413.3	XP_003987591.1	XP_007073791.1	XP_026921391.1
5	5	0.9229999999999999	NP_115983.3	XP_547774.1	XP_004001408.2	XP_007073790.1	XP_026921392.1
5	5	0.784	NP_005539.1	XP_536777.2	XP_003998308.1	XP_007083410.1	XP_014937112.1
5	5	0.768	NP_055755.1	XP_546825.4	XP_003998310.1	XP_007083406.1	XP_026932054.1
5	5	0.79	NP_002655.2	NP_001003363.1	XP_003984122.1	XP_007083444.1	XP_014919459.1
5	5	0.794	NP_064528.1	XP_531853.2	XP_003984119.1	XP_007083443.1	XP_014919454.1
5	5	0.775	NP_612467.1	XP_538521.2	XP_003984117.1	XP_007083440.1	XP_014919453.1
5	5	0.772	NP_005743.5	XP_005620726.1	XP_006941809.1	XP_007083405.1	XP_014938062.1
5	5	0.879	NP_061848.2	XP_536776.2	XP_019675646.2	XP_007083428.1	XP_026932050.1
5	5	0.778	NP_002782.1	XP_537412.2	XP_003987590.1	XP_007073792.1	XP_014917076.1
5	5	0.7809999999999999	NP_004279.3	XP_545482.2	XP_011283662.1	XP_007078546.1	XP_014932197.1
5	5	0.79	NP_055870.2	XP_542503.3	XP_003993035.2	XP_007083358.1	XP_026928974.1
5	5	0.9079999999999999	NP_065696.1	XP_851291.3	XP_003993030.1	XP_007083356.1	XP_026928991.1
5	5	0.782	NP_006559.1	XP_003639248.1	XP_003987699.1	XP_007083394.1	XP_014938037.1
5	5	0.8190000000000001	NP_055739.2	XP_013971391.1	XP_023111480.1	XP_007083401.1	XP_026921573.1
5	5	0.8909999999999999	NP_005767.1	XP_003639247.3	XP_003987697.1	XP_007083404.1	XP_026921544.1
5	5	0.805	NP_036469.2	XP_022271033.1	XP_023103267.1	XP_007084370.1	XP_026904259.1
5	5	0.934	NP_110418.1	XP_547850.2	XP_011281700.2	XP_007095397.1	XP_026921680.1
5	5	0.718	NP_005973.1	NP_001301061.1	XP_003987757.1	XP_007095401.1	XP_014927301.2
5	5	0.812	NP_003073.1	XP_005623534.1	XP_011281556.1	XP_007095398.1	XP_014923607.2
5	5	0.7829999999999999	NP_006484.2	NP_001011556.1	XP_023108139.1	XP_007075182.1	XP_026920828.1
5	5	0.789	NP_000282.1	XP_849992.1	XP_004000714.1	XP_007095408.1	XP_026909526.1
5	5	0.794	NP_055768.3	XP_542610.3	XP_003980492.3	XP_007075178.1	XP_026920786.1
5	5	0.715	NP_005842.1	XP_851807.1	XP_003993750.1	XP_007095417.1	XP_014923428.1
5	5	0.755	NP_078822.3	XP_534154.2	XP_003980509.1	XP_007075177.1	XP_014917320.1
5	5	0.762	NP_066996.3	XP_854661.1	XP_003993745.3	XP_007095410.1	XP_014923436.1
5	5	0.797	NP_057059.2	XP_013967361.1	XP_004000715.1	XP_007095409.1	XP_026909532.1
5	5	0.7859999999999999	NP_001367.2	XP_537556.2	XP_023111814.1	XP_007095330.1	XP_026922443.1
5	5	0.684	NP_612426.1	XP_003639565.1	XP_003990149.1	XP_007077273.1	XP_014942106.2
5	5	0.7290000000000001	NP_653182.1	XP_547837.1	XP_023111505.1	XP_007095294.1	XP_014927306.2
5	5	0.7829999999999999	NP_996734.1	NP_001007132.1	XP_011281550.1	XP_007095291.1	XP_014927320.1
5	5	0.789	NP_055054.1	XP_013971537.1	XP_003987891.1	XP_007095376.1	XP_026921976.1
5	5	0.8220000000000001	NP_006818.3	XP_854043.1	XP_003987896.1	XP_007095374.1	XP_026921984.1
5	5	0.873	NP_006390.1	XP_854763.2	XP_003987898.1	XP_007095373.1	XP_026921989.1
5	5	0.5660000000000001	NP_078772.1	XP_013971174.1	XP_011278031.2	XP_007095371.1	XP_026922050.1
5	5	0.9129999999999999	NP_067080.1	NP_001003356.2	XP_023111665.1	XP_007095369.1	XP_026922070.1
5	5	0.6709999999999999	NP_071337.2	XP_022278031.1	XP_011281778.2	XP_007095359.1	XP_026922204.1
5	5	0.789	NP_056997.1	XP_852280.1	XP_003990148.1	XP_007077271.1	XP_014942107.1
5	5	0.7959999999999999	NP_987091.1	XP_534146.4	XP_003980495.1	XP_007075170.1	XP_026920825.1
5	5	0.752	NP_001005275.1	XP_005631780.1	XP_003993347.2	XP_007095468.1	XP_014939896.1
5	5	0.746	NP_000578.2	XP_546339.2	XP_003981557.1	XP_007095501.1	XP_014923069.2
5	5	0.767	NP_787117.3	XP_005619416.1	XP_003981485.1	XP_007095497.1	XP_014923065.1
5	5	0.883	NP_036308.1	XP_003639033.1	XP_003981484.2	XP_007095494.1	XP_026931813.1
5	5	0.58	NP_002057.1	XP_003435408.1	XP_023104083.1	XP_007095545.1	XP_026919549.1
5	5	0.888	NP_057724.2	XP_536480.4	XP_023116621.1	XP_007095535.1	XP_026932160.1
5	5	0.755	NP_005974.2	XP_546346.3	XP_023094784.1	XP_007095532.1	XP_014933069.1
5	5	0.769	NP_597999.1	XP_854540.1	XP_003981768.2	XP_007075199.1	XP_014928300.1
5	5	0.659	NP_001728.1	XP_005619427.1	XP_019667163.1	XP_007095513.1	XP_014923083.1
5	5	0.807	NP_000949.1	NP_001003054.1	XP_011284714.1	XP_007095509.1	XP_014923079.1
5	5	0.596	NP_115976.2	XP_005619425.1	XP_003981489.1	XP_007095503.1	XP_014923071.1
5	5	0.79	NP_056511.2	XP_022259285.1	XP_003990155.1	XP_007077259.1	XP_026914976.1
5	5	0.51	NP_996880.1	XP_854636.1	XP_023095887.1	XP_007095424.1	XP_026901195.1
5	5	0.722	NP_075565.2	XP_539613.2	XP_003990156.1	XP_007077258.1	XP_014941726.1
5	5	0.855	NP_110412.1	XP_533639.1	XP_003997721.1	XP_007095448.1	XP_026893647.1
5	5	0.816	NP_001025032.1	XP_541547.1	XP_003997678.2	XP_007095446.1	XP_026893391.1
5	5	0.794	NP_001004059.2	XP_003432450.1	XP_003993315.1	XP_007095431.1	XP_014939881.1
5	5	0.784	NP_997545.2	XP_868386.1	XP_006933110.1	XP_007095051.1	XP_014943848.1
5	5	0.9079999999999999	NP_008919.3	XP_003434043.3	XP_019695041.2	XP_007075120.2	XP_026897565.1
5	5	0.8240000000000001	NP_056943.1	XP_005623775.3	XP_023111679.1	XP_007095058.1	XP_014937252.1
5	5	0.775	NP_002793.2	NP_001238880.1	XP_003987959.1	XP_007095030.1	XP_014943342.1
5	5	0.774	NP_036243.1	XP_537523.2	XP_011281727.1	XP_007095073.1	XP_014927082.1
5	5	0.775	NP_036377.1	XP_868300.2	XP_003987921.1	XP_007095070.1	XP_014927077.1
5	5	0.659	NP_001747.3	XP_005623821.1	XP_003987994.1	XP_007094992.1	XP_014930456.2
5	5	0.7709999999999999	NP_955360.1	XP_005638865.1	XP_019695024.1	XP_007075111.1	XP_014942590.1
5	5	0.7490000000000001	NP_001138946.1	XP_003432041.1	XP_003990104.1	XP_007077309.1	XP_014926965.1
5	5	0.789	NP_001432.2	XP_539627.2	XP_003990101.1	XP_007077316.1	XP_014925936.2
5	5	0.784	NP_001092091.2	XP_003435108.1	XP_003987983.1	XP_007095001.1	XP_014934401.1
5	5	0.649	NP_115879.2	XP_868716.1	XP_003987985.1	XP_007095000.1	XP_014934395.2
5	5	0.7859999999999999	NP_786924.2	XP_537540.2	XP_003987984.1	XP_007094999.1	XP_014934394.2
5	5	0.562	NP_001078924.1	XP_003434024.1	XP_003991533.1	XP_007075112.1	XP_014942594.1
5	5	0.773	NP_057078.1	XP_537484.3	XP_003987793.1	XP_007095235.1	XP_014923898.1
5	5	0.863	NP_060271.1	XP_852132.1	XP_023116421.1	XP_007075157.1	XP_026896641.1
5	5	0.778	NP_002074.2	NP_001108607.1	XP_003987784.2	XP_007095247.2	XP_014923639.1
5	5	0.778	NP_002019.1	XP_005623566.1	XP_003987783.1	XP_007095245.1	XP_014923636.2
5	5	0.775	NP_004085.1	XP_005623592.1	XP_011281592.1	XP_007095234.1	XP_014923902.1
5	5	0.7709999999999999	NP_006361.1	XP_537489.2	XP_003987799.1	XP_007095225.1	XP_014923914.1
5	5	0.626	NP_004441.1	XP_537493.4	XP_011281599.1	XP_007095213.2	XP_014923927.1
5	5	0.8	NP_001154970.1	XP_022278163.1	XP_003987826.1	XP_007095211.1	XP_026921833.1
5	5	0.7759999999999999	NP_647479.2	XP_547846.2	XP_019688663.1	XP_007095278.1	XP_014923611.1
5	5	0.7709999999999999	NP_003040.1	XP_537494.2	XP_003987831.1	XP_007095203.1	XP_014927214.1
5	5	0.7759999999999999	NP_065714.1	XP_854125.2	XP_011281557.1	XP_007095277.1	XP_026921672.1
5	5	0.774	NP_660154.3	XP_547848.1	XP_003987770.1	XP_007095276.1	XP_014923612.1
5	5	0.493	NP_001071179.1	XP_005638869.1	XP_023116623.1	XP_007075125.1	XP_014942588.2
5	5	0.79	NP_036263.1	XP_544844.1	XP_003991561.1	XP_007075123.1	XP_014942589.2
5	5	0.7829999999999999	NP_005243.1	XP_547914.1	NP_001009341.1	XP_007095105.1	XP_026921985.1
5	5	0.778	NP_009107.1	XP_854777.2	XP_003987899.1	XP_007095101.1	XP_014927107.1
5	5	0.685	NP_001096034.1	XP_537518.2	XP_003987901.1	XP_007095092.1	XP_014927097.1
5	5	0.774	NP_001229855.1	XP_005623700.1	XP_003987864.1	XP_007095143.1	XP_026921923.1
5	5	0.762	NP_057552.1	NP_001239273.1	XP_003987837.1	XP_007095195.1	XP_014927203.2
5	5	0.7040000000000001	NP_001267471.1	XP_013971514.1	XP_011281622.1	XP_007095168.1	XP_014927177.1
5	5	0.779	NP_006020.4	XP_547896.3	XP_003987860.1	XP_007095148.1	XP_014927159.2
5	5	0.79	NP_001005325.1	XP_546468.1	XP_003992532.2	XP_007095557.1	XP_014929509.2
5	5	0.899	NP_003783.1	XP_537793.5	XP_011287056.1	XP_007095978.1	XP_026906766.1
5	5	0.696	NP_000945.3	NP_001003131.1	NP_001009300.1	XP_007095964.1	XP_026906740.1
5	5	0.77	NP_006726.1	XP_851905.1	XP_003982926.1	XP_007077194.1	XP_026930958.1
5	5	0.777	NP_004280.5	XP_539481.2	XP_019680616.2	XP_007077195.1	XP_026930942.1
5	5	0.8170000000000001	NP_000684.2	XP_003639013.1	XP_023110757.1	XP_007095943.1	XP_026923728.1
5	5	0.696	NP_004087.1	XP_546145.2	XP_003994072.2	XP_007095883.1	XP_026917982.1
5	5	0.81	NP_005427.2	XP_546111.3	XP_003994007.3	XP_007095894.1	XP_014943835.2
5	5	0.823	NP_848600.2	XP_546118.1	XP_003994013.4	XP_007095892.1	XP_026917880.1
5	5	0.815	NP_066952.1	XP_005619491.1	XP_023096283.1	XP_007095884.1	XP_026917978.1
5	5	0.907	NP_061980.1	XP_854682.1	XP_019671457.1	XP_007075266.1	XP_026904989.1
5	5	0.863	NP_149053.1	XP_542168.5	XP_003981787.3	XP_007075286.1	XP_026904954.1
5	5	0.784	NP_005782.1	XP_013967840.1	XP_003986941.2	XP_007095932.1	XP_014937435.2
5	5	0.528	NP_115990.3	XP_536170.4	XP_003986940.1	XP_007095931.1	XP_026910942.1
5	5	0.895	NP_057623.2	XP_542163.2	XP_023099710.1	XP_007075281.1	XP_026905396.1
5	5	0.774	NP_937886.1	XP_545824.1	XP_003986916.2	XP_007095925.1	XP_014924495.1
5	5	0.774	NP_001308606.1	XP_013967869.1	XP_006932358.1	XP_007095909.1	XP_026923760.1
5	5	0.634	NP_644814.1	XP_022279628.1	XP_003996625.1	XP_007096108.1	XP_014933898.2
5	5	0.609	NP_005399.1	NP_001003966.1	XP_003996618.1	XP_007096125.1	XP_014941339.2
5	5	0.774	NP_443089.3	XP_005624872.1	XP_003996609.3	XP_007096123.1	XP_014924853.1
5	5	0.7709999999999999	NP_002869.3	XP_548263.2	XP_003996621.2	XP_007096120.1	XP_014924845.2
5	5	0.7829999999999999	NP_000277.1	XP_548259.1	XP_003996617.1	XP_007096112.1	XP_014933967.1
5	5	0.68	NP_005614.2	NP_001005255.1	XP_003996607.1	XP_007096126.1	XP_014941341.1
5	5	0.7390000000000001	NP_002976.2	NP_001003010.1	NP_001009827.1	XP_007096106.1	XP_014933895.1
5	5	0.648	NP_116739.1	XP_537723.3	XP_003996645.2	XP_007096105.1	XP_014933959.1
5	5	0.784	NP_000696.1	NP_001003328.1	XP_023109303.1	XP_007075330.1	XP_014940385.1
5	5	0.6629999999999999	YP_003024036.1	NP_008481.4	NP_008261.1	YP_001874863.1	NP_941388.1
5	5	0.5329999999999999	YP_003024037.1	NP_008482.4	NP_008262.1	YP_001874864.1	NP_941389.1
5	5	0.763	YP_003024038.1	NP_008483.1	NP_008263.1	YP_001874865.1	NP_941390.1
5	5	0.633	NP_005559.2	XP_013972209.1	XP_003996636.1	XP_007096130.1	XP_026890109.1
5	5	0.723	NP_002973.1	NP_001003297.1	XP_003996605.1	XP_007096128.1	XP_014941340.1
5	5	0.713	NP_006264.2	NP_001010960.1	XP_003996606.1	XP_007096127.1	XP_014941338.1
5	5	0.866	NP_951009.1	XP_005633297.1	XP_003981662.2	XP_007075317.1	XP_026905397.1
5	5	0.795	NP_055230.2	XP_545078.2	XP_003991638.1	XP_007096035.1	XP_026933449.1
5	5	0.9129999999999999	NP_056490.2	XP_542187.1	XP_003981665.1	XP_007075309.1	XP_026905038.1
5	5	0.667	NP_005281.1	XP_022269704.1	XP_023094656.1	XP_007096004.1	XP_014936229.1
5	5	0.708	NP_077284.2	XP_548249.1	XP_019673123.1	XP_007096077.2	XP_026890108.1
5	5	0.6509999999999999	NP_116176.2	XP_545075.3	XP_023115860.1	XP_007096055.1	XP_014921433.1
5	5	0.818	NP_055635.3	XP_535719.3	XP_003991631.1	XP_007096054.1	XP_014921438.2
5	5	0.716	NP_000088.3	XP_005639431.1	XP_003991643.3	XP_007096051.1	XP_026933410.1
5	5	0.904	NP_055975.1	XP_537796.1	XP_023098786.1	XP_007095642.1	XP_026907539.1
5	5	0.652	NP_002181.1	NP_001159350.1	XP_006931878.1	XP_007095615.1	XP_014925590.1
5	5	0.867	NP_000035.2	NP_001003053.1	XP_004000624.2	XP_007077225.1	XP_026909507.1
5	5	0.762	NP_057575.2	XP_546697.2	XP_003990177.2	XP_007077226.1	XP_014927764.2
5	5	0.773	NP_079401.2	XP_853140.1	XP_003994144.1	XP_007095673.1	XP_014921703.1
5	5	0.772	NP_000783.2	NP_001007127.1	NP_001009267.1	XP_007077242.2	XP_014927858.1
5	5	0.774	NP_758438.2	XP_538956.2	XP_003986278.1	XP_007095572.1	XP_026913388.1
5	5	0.746	NP_991330.1	XP_533944.2	XP_003981757.1	XP_007075203.1	XP_014928308.1
5	5	0.693	NP_004049.3	NP_001003282.1	XP_003981765.1	XP_007075202.1	XP_014928306.2
5	5	0.7340000000000001	NP_001032586.1	XP_003431789.1	XP_003986277.2	XP_007095571.1	XP_014935244.1
5	5	0.784	NP_620061.2	XP_532167.1	XP_003986275.2	XP_007095569.1	XP_014935241.2
5	5	0.685	NP_000315.2	NP_001104238.1	XP_006931856.2	XP_007095566.1	XP_014926631.1
5	5	0.775	NP_001952.1	XP_533949.3	XP_003981745.1	XP_007075217.1	XP_026905368.1
5	5	0.6890000000000001	NP_001073992.2	XP_533947.4	XP_003981807.5	XP_007075206.1	XP_014928312.2
5	5	0.7809999999999999	NP_056449.1	XP_536374.3	XP_003994046.1	XP_007095811.1	XP_014918851.1
5	5	0.782	NP_003162.2	XP_546136.2	XP_003994050.3	XP_007095809.1	XP_026917964.1
5	5	0.78	NP_079406.4	XP_546137.2	XP_003994051.1	XP_007095808.1	XP_014918856.1
5	5	0.7829999999999999	NP_001048.2	NP_001012635.1	XP_003994052.1	XP_007095807.1	XP_014918860.2
5	5	0.83	NP_036471.1	XP_851817.1	XP_003994053.3	XP_007095804.1	XP_026917967.1
5	5	0.785	NP_061119.1	XP_861204.1	XP_023096281.1	XP_007095801.1	XP_026917973.1
5	5	0.723	NP_060814.4	XP_546152.2	XP_023096296.1	XP_007095785.1	XP_026918001.1
5	5	0.797	NP_001001330.1	XP_022273685.1	XP_023096256.1	XP_007095841.1	XP_026917900.1
5	5	0.7659999999999999	NP_775811.2	XP_003639046.1	XP_011285635.1	XP_007095875.1	XP_026918090.1
5	5	0.727	NP_000698.1	XP_545695.2	XP_003999474.2	XP_007077207.1	XP_014925397.1
5	5	0.7879999999999999	NP_115575.1	XP_849593.1	XP_003994015.1	XP_007095849.1	XP_014943816.2
5	5	0.7959999999999999	NP_055766.2	XP_013968302.1	XP_023096251.1	XP_007095848.1	XP_026917889.1
5	5	0.8059999999999999	NP_110386.2	XP_536362.3	XP_003994019.3	XP_007095844.1	XP_014943812.2
5	5	0.685	NP_872604.1	XP_022271167.1	XP_003999477.1	XP_007077216.1	XP_014925388.2
5	5	0.79	NP_001107605.1	XP_003639038.1	XP_003994110.1	XP_007095738.1	XP_014923179.2
5	5	0.909	NP_006003.1	XP_854538.1	XP_003981769.2	XP_007075248.1	XP_026905338.1
5	5	0.782	NP_976043.1	XP_005619097.1	XP_003994115.1	XP_007095732.1	XP_014923138.2
5	5	0.605	NP_056501.2	XP_849243.2	XP_023104715.1	XP_007077223.1	XP_026909386.1
5	5	0.7759999999999999	NP_689848.1	XP_022273264.1	XP_023096311.1	XP_007095766.1	XP_014923140.1
5	5	0.7809999999999999	NP_056005.1	XP_546165.1	XP_003994099.1	XP_007095761.1	XP_014923156.2
5	5	0.7829999999999999	NP_001019764.1	XP_536389.3	XP_003994106.1	XP_007095749.1	XP_014923164.2
5	5	0.643	NP_001035218.1	XP_022273543.1	XP_023116434.1	XP_007093782.1	XP_026932503.1
5	5	0.789	NP_001073296.1	XP_853423.1	XP_003985555.1	XP_007093812.1	XP_014937524.2
5	5	0.823	NP_079497.2	XP_536275.4	XP_019685253.1	XP_007093802.1	XP_026901882.1
5	5	0.833	NP_000308.1	XP_854076.1	XP_003992408.1	XP_007074931.1	XP_026892321.1
5	5	0.7559999999999999	NP_612387.1	XP_546526.2	XP_003992390.1	XP_007074924.1	XP_026892296.1
5	5	0.775	NP_000015.2	NP_001003234.1	NP_001009247.1	XP_007093771.1	XP_014935296.2
5	5	0.779	NP_115955.1	XP_003434580.2	XP_003981464.1	XP_007093768.1	XP_014935290.1
5	5	0.611	NP_076422.1	XP_005622159.1	XP_006942550.1	XP_007093748.1	XP_026899537.1
5	5	0.919	NP_001532.1	XP_854111.1	XP_003992394.1	XP_007074920.1	XP_014937825.1
5	5	0.46799999999999997	NP_005121.1	XP_005618617.1	XP_006931281.2	XP_007093815.1	XP_014928451.1
5	5	0.904	NP_006840.2	XP_003434921.2	XP_003999018.2	XP_007093733.1	XP_026899573.1
5	5	0.7879999999999999	NP_005848.2	XP_539577.3	XP_003989947.3	XP_007077458.1	XP_014942347.2
5	5	0.769	NP_060204.1	XP_005621931.1	XP_003990406.1	XP_007093705.1	XP_014929317.1
5	5	0.7909999999999999	NP_001909.3	XP_537055.1	XP_003990413.1	XP_007093695.1	XP_014929325.1
5	5	0.672	NP_001008740.1	XP_005628937.1	XP_003989995.3	XP_007077459.1	XP_014942331.1
5	5	0.775	NP_001275750.1	XP_547258.2	XP_003990424.1	XP_007093681.1	XP_014929338.2
5	5	0.8029999999999999	NP_000301.1	NP_001010944.1	XP_003989944.1	XP_007077461.1	XP_014942338.2
5	5	0.773	NP_036591.3	XP_854099.3	XP_003992402.1	XP_007074907.1	XP_014937983.2
5	5	0.85	NP_004505.2	XP_022272208.1	XP_023100163.1	XP_007093671.1	XP_026908069.1
5	5	0.853	NP_115742.3	XP_547214.3	XP_003999014.1	XP_007093740.1	XP_026899539.1
5	5	0.789	NP_001129955.1	XP_848917.1	XP_006940472.1	XP_007093849.1	XP_014926999.1
5	5	0.7240000000000001	NP_004195.2	XP_005622163.2	XP_019676848.1	XP_007093738.1	XP_026899546.1
5	5	0.778	NP_060104.2	XP_022265836.1	XP_003984729.1	XP_007093978.1	XP_026933172.1
5	5	0.7809999999999999	NP_003146.1	XP_543238.3	XP_003984739.1	XP_007093974.1	XP_014918139.1
5	5	0.823	NP_073150.2	XP_534569.2	XP_023108226.1	XP_007093983.1	XP_026933165.1
5	5	0.778	NP_061158.1	XP_005635765.1	XP_003984751.1	XP_007093962.1	XP_014934711.1
5	5	0.768	NP_079508.2	XP_543255.3	XP_011279753.1	XP_007093947.1	XP_014934742.1
5	5	0.7979999999999999	NP_644807.1	XP_543254.3	XP_003984762.1	XP_007094016.2	XP_014934743.2
5	5	0.823	NP_006149.2	XP_003639928.1	XP_003984731.1	XP_007094027.1	XP_014918140.2
5	5	0.8079999999999999	NP_002309.1	XP_543244.3	XP_003984741.1	XP_007094023.1	XP_026933190.1
5	5	0.8079999999999999	NP_006120.1	XP_022265506.1	XP_023108277.1	XP_007094017.1	XP_026933241.1
5	5	0.77	NP_006562.1	XP_532816.2	XP_003984697.1	XP_007094004.1	XP_014918173.1
5	5	0.718	NP_005662.2	XP_013975557.1	XP_003984701.1	XP_007093999.1	XP_014918164.1
5	5	0.792	NP_115898.2	XP_005629934.1	XP_003984718.1	XP_007093990.1	XP_014918158.2
5	5	0.6729999999999999	NP_291031.2	NP_001185717.1	XP_003990004.1	XP_007077432.1	XP_014918635.1
5	5	0.732	NP_009033.1	XP_003431998.1	XP_003990003.2	XP_007077433.1	XP_026913982.1
5	5	0.772	NP_115752.1	XP_857073.1	XP_003997021.1	XP_007093858.1	XP_014927007.2
5	5	0.529	XP_005257133.1	XP_848904.2	XP_023099467.1	XP_007093855.1	XP_014927006.2
5	5	0.539	XP_005257132.1	XP_013972009.1	XP_023099465.1	XP_007093854.1	XP_014927005.2
5	5	0.755	NP_003965.2	XP_543259.3	XP_003984780.1	XP_007093936.1	XP_014934744.2
5	5	0.778	NP_001684.2	XP_543263.2	XP_003984773.1	XP_007093932.1	XP_014924241.1
5	5	0.7959999999999999	NP_000228.1	XP_005635791.1	NP_001036032.1	XP_007093931.1	XP_014924239.1
5	5	0.795	NP_001457.1	XP_548060.2	XP_011287572.2	XP_007093913.1	XP_014926956.2
5	5	0.747	NP_006451.1	XP_005624429.1	XP_003997049.1	XP_007093905.1	XP_026904846.1
5	5	0.7759999999999999	NP_001731.2	XP_005620948.1	XP_011288523.1	XP_007074962.1	XP_014940471.1
5	5	0.777	NP_001245329.1	XP_005624434.1	XP_003997060.1	XP_007093884.1	XP_014942046.1
5	5	0.7859999999999999	NP_653210.2	XP_537617.3	XP_003997038.4	XP_007093877.2	XP_014943509.1
5	5	0.7559999999999999	NP_001092695.1	XP_005624445.1	XP_006940485.3	XP_007093876.2	XP_014943510.1
5	5	0.818	NP_001254.2	XP_544962.2	XP_003985266.1	XP_007074879.1	XP_014935018.2
5	5	0.773	NP_060517.1	XP_546302.2	XP_003981441.1	XP_007093460.1	XP_026933075.1
5	5	0.774	NP_000431.2	NP_001003073.1	XP_023116288.1	XP_007093438.1	XP_026932803.1
5	5	0.8909999999999999	NP_004616.2	XP_849210.2	XP_011278533.2	XP_007093426.1	XP_026898537.1
5	5	0.78	NP_071942.1	XP_533729.3	XP_003982567.1	XP_007093409.1	XP_014931978.1
5	5	0.79	NP_689637.3	XP_005641471.1	XP_004000613.1	XP_007093400.1	XP_026909024.1
5	5	0.802	NP_008884.1	XP_851414.1	XP_003989417.2	XP_007093392.2	XP_026926285.1
5	5	0.897	NP_001012301.1	NP_001041583.1	XP_003981535.2	XP_007093496.1	XP_014939085.2
5	5	0.715	NP_001192.4	XP_013965367.1	XP_006931098.2	XP_007074885.1	XP_026915026.1
5	5	0.627	NP_000396.2	XP_003639059.1	XP_003981428.2	XP_007093478.1	XP_014919416.1
5	5	0.815	NP_620775.2	XP_013965498.1	XP_006931060.1	XP_007074881.1	XP_026915663.1
5	5	0.769	NP_115716.1	XP_003431746.1	XP_003986076.1	XP_007093346.1	XP_026913776.1
5	5	0.7809999999999999	NP_071393.2	XP_538845.1	XP_003986009.1	XP_007093341.1	XP_014937191.1
5	5	0.7829999999999999	NP_008844.1	XP_532092.1	XP_003986015.1	XP_007093335.1	XP_014937183.1
5	5	0.8240000000000001	NP_002577.2	XP_850252.2	XP_003986019.1	XP_007093332.1	XP_026913863.1
5	5	0.696	NP_003934.1	XP_005639384.1	XP_003985369.1	XP_007074863.1	XP_026914424.1
5	5	0.777	NP_001278915.1	XP_013973509.1	XP_023109582.1	XP_007093304.1	XP_014929012.1
5	5	0.775	NP_115663.2	XP_005625817.1	XP_023113355.1	XP_007093388.1	XP_026926303.1
5	5	0.773	NP_113600.1	XP_005637218.1	XP_003988450.1	XP_007093377.1	XP_014917186.1
5	5	0.65	NP_072092.2	XP_005637220.1	XP_006933572.1	XP_007093373.1	XP_014917284.1
5	5	0.529	NP_005163.1	XP_544986.2	XP_004001467.2	XP_007074872.1	XP_026912153.1
5	5	0.6859999999999999	NP_057607.1	XP_854191.2	XP_003988445.1	XP_007093364.1	XP_014917277.1
5	5	0.8270000000000001	NP_715638.1	XP_005639230.1	XP_011280087.2	XP_007074871.1	XP_026916542.1
5	5	0.6729999999999999	NP_001772.1	XP_534892.4	XP_003988444.1	XP_007093363.1	XP_014917179.1
5	5	0.7290000000000001	NP_001556.2	NP_001010949.1	XP_003985323.3	XP_007074869.1	XP_014935766.1
5	5	0.7959999999999999	NP_000008.1	XP_005636365.1	XP_023097262.1	XP_007093619.1	XP_026899780.1
5	5	0.7190000000000001	NP_001934.2	XP_005622989.1	XP_023097618.1	XP_007074903.1	XP_026924497.1
5	5	0.784	NP_115690.3	XP_854268.1	XP_003994775.2	XP_007093615.1	XP_014924040.1
5	5	0.769	NP_789788.1	XP_534705.2	XP_003994772.1	XP_007093613.1	XP_014924042.1
5	5	0.75	NP_057483.1	XP_546335.2	XP_003994771.1	XP_007093612.1	XP_014924044.1
5	5	0.775	NP_004364.2	XP_534704.4	XP_003994770.1	XP_007093611.1	XP_014924043.1
5	5	0.8009999999999999	NP_062559.2	XP_022272209.1	XP_023100159.1	XP_007093670.1	XP_026907986.1
5	5	0.885	NP_001074002.1	XP_854302.2	XP_003994778.1	XP_007093631.1	XP_026899779.1
5	5	0.8270000000000001	NP_003760.1	XP_534706.1	XP_006938594.3	XP_007093628.1	XP_026899757.1
